Driven Brands - MSO,,,,,,,,,,,,,,,
Abra - Parts ordered not recieved by vendor,,,,,,,,,,,,,,,
As of: Today (4/3/2024),,,,,,,,,,,,,,,
Locations: CARSTAR CITY AUTO BODY,,,,,,,,,,,,,,,
"Filters: Estimator: All, Insurance Company: All, Vendor: All, Part Type: All, Part Status: All, RO Status: Open",,,,,,,,,,,,,,,
Sorted By: PO Number (ASC),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
      RO Number,      Vehicle,      Vehicle In,      Line,      Part Number,      Part Type,      Part Description,      RO Qty,      Ordered Qty,      Backorder Qty,      Expected Delivery,      PO Number,      Vendor Name,      Required By,,
1004,2011 TOYO Camry LE Automatic,4/10/2023 8:00:00 AM,0,30530PRC003,OEM,SENSOR ASSY,0,0,0,,,1ST HONDA - 15678,,,
1004,2011 TOYO Camry LE Automatic,4/10/2023 8:00:00 AM,0,42700tvaa93,OEM,return,0,0,0,,,1ST HONDA - 15678,,,
1004,2011 TOYO Camry LE Automatic,4/10/2023 8:00:00 AM,0,MECH,OEM,MECH JOB,0,0,0,,,1ST HONDA - 15678,,,
1004,2011 TOYO Camry LE Automatic,4/10/2023 8:00:00 AM,0,PARTS,OEM,BRIAN BODYMAN,0,0,0,,,1ST HONDA - 15678,,,
1004,2011 TOYO Camry LE Automatic,4/10/2023 8:00:00 AM,0,TRAM,OEM,TRAM INVOICE,0,0,0,,,1ST HONDA - 15678,,,
1004,2011 TOYO Camry LE Automatic,4/10/2023 8:00:00 AM,0,VAN,OEM,VAN,0,0,0,,,1ST HONDA - 15678,,,
1004,2011 TOYO Camry LE Automatic,4/10/2023 8:00:00 AM,0,51360-TOA-A02,OEM,KOUROUNIS - LOWER ARM,0,0,0,,,1ST HONDA - 15678,,,
1004,2011 TOYO Camry LE Automatic,4/10/2023 8:00:00 AM,0,51360thra10,OEM,arm,0,0,0,,,1ST HONDA - 15678,,,
1004,2011 TOYO Camry LE Automatic,4/10/2023 8:00:00 AM,0,74592t0aa01,OEM,for return,0,0,0,,,1ST HONDA - 15678,,,
1004,2011 TOYO Camry LE Automatic,4/10/2023 8:00:00 AM,0,CITY,OEM,CITY FILE,0,0,0,,,1ST HONDA - 15678,,,
1004,2011 TOYO Camry LE Automatic,4/10/2023 8:00:00 AM,0,core return,OEM,return,0,0,0,,,1ST HONDA - 15678,,,
1004,2011 TOYO Camry LE Automatic,4/10/2023 8:00:00 AM,0,KECR2032-1,OEM,REMOTE BAT,0,0,0,,,1ST HONDA - 15678,,,
1004,2011 TOYO Camry LE Automatic,4/10/2023 8:00:00 AM,0,43022TVAA51,OEM,PAD SET,0,0,0,,,1ST HONDA - 15678,,,
1004,2011 TOYO Camry LE Automatic,4/10/2023 8:00:00 AM,0,45022-S9V-A02,OEM,"SET, PAD FRONT",0,0,0,,,1ST HONDA - 15678,,,
1004,2011 TOYO Camry LE Automatic,4/10/2023 8:00:00 AM,0,45022thra02,OEM,pad,0,0,0,,,1ST HONDA - 15678,,,
1004,2011 TOYO Camry LE Automatic,4/10/2023 8:00:00 AM,0,45251tk8a02,OEM,disk,0,0,0,,,1ST HONDA - 15678,,,
1004,2011 TOYO Camry LE Automatic,4/10/2023 8:00:00 AM,0,51350-TOA-A02,OEM,KOUROUNIS - LOWER ARM,0,0,0,,,1ST HONDA - 15678,,,
1004,2011 TOYO Camry LE Automatic,4/10/2023 8:00:00 AM,0,51350thra10,OEM,arm,0,0,0,,,1ST HONDA - 15678,,,
2599,"2022 GMC Sierra 1500 Limited Pro Regular Cab 140"" WB",,2,84309709,Glass,RT Mirror glass w/o blind spot,1,1,0,1/29/2024 12:00:00 AM,2599-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,1/29/2024 12:00:00 AM,,
2926,"2018 GMC Canyon Crew Cab 128.3"" WB",4/8/2024 8:00:00 AM,2,23200262,OEM,LT Outer panel Canyon,1,1,0,4/1/2024 12:00:00 AM,2926-PO-002,ANTELOPE VALLEY CHEVROLET - 15678,4/1/2024 12:00:00 AM,,
2926,"2018 GMC Canyon Crew Cab 128.3"" WB",4/8/2024 8:00:00 AM,6,23342428,OEM,LT Protector rear,1,1,0,4/1/2024 12:00:00 AM,2926-PO-002,ANTELOPE VALLEY CHEVROLET - 15678,4/1/2024 12:00:00 AM,,
2926,"2018 GMC Canyon Crew Cab 128.3"" WB",4/8/2024 8:00:00 AM,8,84579494,OEM,LT Stone guard,1,1,0,4/1/2024 12:00:00 AM,2926-PO-002,ANTELOPE VALLEY CHEVROLET - 15678,4/1/2024 12:00:00 AM,,
2926,"2018 GMC Canyon Crew Cab 128.3"" WB",4/8/2024 8:00:00 AM,9,23420153,OEM,LT Protector front,1,1,0,4/1/2024 12:00:00 AM,2926-PO-002,ANTELOPE VALLEY CHEVROLET - 15678,4/1/2024 12:00:00 AM,,
2926,"2018 GMC Canyon Crew Cab 128.3"" WB",4/8/2024 8:00:00 AM,15,22900425,OEM,"Nameplate ""CANYON""",1,1,0,4/1/2024 12:00:00 AM,2926-PO-002,ANTELOPE VALLEY CHEVROLET - 15678,4/1/2024 12:00:00 AM,,
2926,"2018 GMC Canyon Crew Cab 128.3"" WB",4/8/2024 8:00:00 AM,16,23122158,OEM,Emblem GMC,1,1,0,4/1/2024 12:00:00 AM,2926-PO-002,ANTELOPE VALLEY CHEVROLET - 15678,4/1/2024 12:00:00 AM,,
2285,2017 CHEV Traverse LS1 FWD,1/2/2024 3:00:00 PM,3,95,OEM,"RT/Rear Wheel, steel",1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2285,2017 CHEV Traverse LS1 FWD,1/2/2024 3:00:00 PM,7,9597564,OEM,RT/Rear Wheel cover,1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2285,2017 CHEV Traverse LS1 FWD,1/2/2024 3:00:00 PM,0,CORE,OEM,BUMPER CORE,0,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2285,2017 CHEV Traverse LS1 FWD,1/2/2024 3:00:00 PM,15,25962841,OEM,RT Rear rocker mldg gray,1,1,0,11/29/2023 12:00:00 AM,2285-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,11/29/2023 12:00:00 AM,,
2285,2017 CHEV Traverse LS1 FWD,1/2/2024 3:00:00 PM,27,,OEM,RT Door shell,1,1,0,11/29/2023 12:00:00 AM,2285-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,11/29/2023 12:00:00 AM,,
2285,2017 CHEV Traverse LS1 FWD,1/2/2024 3:00:00 PM,30,22923500,OEM,RT Lower molding,1,1,0,11/29/2023 12:00:00 AM,2285-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,11/29/2023 12:00:00 AM,,
2285,2017 CHEV Traverse LS1 FWD,1/2/2024 3:00:00 PM,44,23468362,OEM,Lower cover w/o dual exhaust w/o object sensors,1,1,0,11/29/2023 12:00:00 AM,2285-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,11/29/2023 12:00:00 AM,,
2285,2017 CHEV Traverse LS1 FWD,1/2/2024 3:00:00 PM,0,23104172,OEM,RT Side molding w/o body color,0,1,0,11/29/2023 12:00:00 AM,2285-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,11/29/2023 12:00:00 AM,,
2285,2017 CHEV Traverse LS1 FWD,1/2/2024 3:00:00 PM,0,23126027,OEM,"RT/Rear Wheel, alloy 18"" Code: 5PK",0,1,0,11/29/2023 12:00:00 AM,2285-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,11/29/2023 12:00:00 AM,,
2285,2017 CHEV Traverse LS1 FWD,1/2/2024 3:00:00 PM,19,25922739,OEM,RT Lower molding retainer,8,8,0,1/6/2024 12:00:00 AM,2285-PO-003,ANTELOPE VALLEY CHEVROLET - 15678,1/6/2024 12:00:00 AM,,
2285,2017 CHEV Traverse LS1 FWD,1/2/2024 3:00:00 PM,20,25774893,OEM,RT Lower molding clip,8,8,0,1/6/2024 12:00:00 AM,2285-PO-003,ANTELOPE VALLEY CHEVROLET - 15678,1/6/2024 12:00:00 AM,,
2285,2017 CHEV Traverse LS1 FWD,1/2/2024 3:00:00 PM,31,11571118,OEM,RT Door trim panel retainer #1,8,8,0,1/6/2024 12:00:00 AM,2285-PO-003,ANTELOPE VALLEY CHEVROLET - 15678,1/6/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,0,TAIL LAMP CORE,OEM,TAIL LAMP CORE,0,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,2,84227010,OEM,Caution label tail gate step load on tail gate,1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,4,87830271,OEM,Trailer hitch,1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,6,86799820,OEM,Muffler & pipe crew cab 6.6 ft box,1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,8,84981631,OEM,Muffler & pipe hanger,1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,9,84711911,OEM,Tailpipe,1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,10,22816982,OEM,Tailpipe gasket,1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,16,84842450,OEM,LT Belt molding chrome,1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,17,84945512,OEM,"LT Applique front SLS, SLT, AT4, Denali",1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,24,84443360,OEM,LT Outer panel (HSS),1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,27,84526931,OEM,LT Upper molding,1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,28,23396047,OEM,LT Wheel opng mldg,1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,29,84621837,OEM,LT Protector front,1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,30,84621835,OEM,LT Protector rear,1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,48,84322993,OEM,"Nameplate ""G"" w/MultiPro gate",1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,49,84322994,OEM,"Nameplate ""M"" w/MultiPro gate",1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,50,84322995,OEM,"Nameplate ""C"" w/MultiPro gate",1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,51,84287337,OEM,"Nameplate ""SIERRA"" w/Denali",1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,52,23400376,OEM,"Nameplate ""DENALI""",1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,53,84608904,OEM,Upper molding w/MultiPro gate,1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,55,86820473,OEM,LT Tail lamp,1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,60,85128851,OEM,LT Bumper bracket,1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,61,84227860,OEM,LT Step,1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,62,84227858,OEM,LT Pad,1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,63,84434641,OEM,LT Exh heat shield w/dual exhaust w/o carbon pkg,1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,64,84520902,OEM,LT Protector,1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,65,84564764,OEM,Step pad,1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,66,84393128,OEM,LT Bumper brace,1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,67,84510253,OEM,Park sensor,1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,68,84510253,OEM,Park sensor,1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,70,13598576,OEM,Park sensor ring,2,2,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,71,84729106,OEM,LT Object sensor,1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2843,"2020 GMC Sierra 1500 Denali Crew Cab 157"" WB 4WD",3/14/2024 10:00:00 AM,72,84749536,OEM,LT Mount bracket,1,1,0,3/18/2024 12:00:00 AM,2843-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/18/2024 12:00:00 AM,,
2176,2020 GMC Yukon XL Denali 4WD,11/4/2023 8:00:00 AM,10,22992039,OEM,LT Fender lower bracket,1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2176,2020 GMC Yukon XL Denali 4WD,11/4/2023 8:00:00 AM,11,23463924,OEM,LT Fender protector,1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2176,2020 GMC Yukon XL Denali 4WD,11/4/2023 8:00:00 AM,12,11611523,OEM,LT Fender liner nut,10,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2176,2020 GMC Yukon XL Denali 4WD,11/4/2023 8:00:00 AM,24,~366154206,OEM,LT Door shell Suburban,1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2176,2020 GMC Yukon XL Denali 4WD,11/4/2023 8:00:00 AM,27,22832436,OEM,LT Body side mldg Suburban & Yukon XL chrome,1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2176,2020 GMC Yukon XL Denali 4WD,11/4/2023 8:00:00 AM,28,15825691-AT,OEM,"LT Nameplate ""DENALI""",1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2176,2020 GMC Yukon XL Denali 4WD,11/4/2023 8:00:00 AM,29,23464428,OEM,LT Mirror assy w/power fold w/blind spt,1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2176,2020 GMC Yukon XL Denali 4WD,11/4/2023 8:00:00 AM,30,84263144,OEM,LT Applique,1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2176,2020 GMC Yukon XL Denali 4WD,11/4/2023 8:00:00 AM,31,22976568,OEM,LT Mirror cover painted,1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2176,2020 GMC Yukon XL Denali 4WD,11/4/2023 8:00:00 AM,34,13581568,OEM,LT Lower hinge,1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2176,2020 GMC Yukon XL Denali 4WD,11/4/2023 8:00:00 AM,36,13581569,OEM,LT Upper hinge,1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2176,2020 GMC Yukon XL Denali 4WD,11/4/2023 8:00:00 AM,38,23173661,OEM,LT Upper molding chrome,1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2176,2020 GMC Yukon XL Denali 4WD,11/4/2023 8:00:00 AM,41,22832440,OEM,LT Body side mldg chrome,1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2176,2020 GMC Yukon XL Denali 4WD,11/4/2023 8:00:00 AM,47,23229396,OEM,LT Retainer,1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2176,2020 GMC Yukon XL Denali 4WD,11/4/2023 8:00:00 AM,48,23224857,OEM,LT Upper molding chrome,1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2176,2020 GMC Yukon XL Denali 4WD,11/4/2023 8:00:00 AM,49,84263146,OEM,LT Applique front,1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2176,2020 GMC Yukon XL Denali 4WD,11/4/2023 8:00:00 AM,50,84263150,OEM,LT Applique rear,1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2176,2020 GMC Yukon XL Denali 4WD,11/4/2023 8:00:00 AM,0,GM1240390C,OEM,LT Fender Yukon XL,0,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2176,2020 GMC Yukon XL Denali 4WD,11/4/2023 8:00:00 AM,0,23173661,OEM,LT Upper molding chrome,0,1,0,11/29/2023 12:00:00 AM,2176-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,11/29/2023 12:00:00 AM,,
2176,2020 GMC Yukon XL Denali 4WD,11/4/2023 8:00:00 AM,0,23224857,OEM,LT Upper molding chrome,0,1,0,11/29/2023 12:00:00 AM,2176-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,11/29/2023 12:00:00 AM,,
2176,2020 GMC Yukon XL Denali 4WD,11/4/2023 8:00:00 AM,0,23229396,OEM,LT Retainer,0,1,0,11/29/2023 12:00:00 AM,2176-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,11/29/2023 12:00:00 AM,,
2176,2020 GMC Yukon XL Denali 4WD,11/4/2023 8:00:00 AM,0,84263146,OEM,LT Applique front,0,1,0,11/29/2023 12:00:00 AM,2176-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,11/29/2023 12:00:00 AM,,
2176,2020 GMC Yukon XL Denali 4WD,11/4/2023 8:00:00 AM,0,84263150,OEM,LT Applique rear,0,1,0,11/29/2023 12:00:00 AM,2176-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,11/29/2023 12:00:00 AM,,
2176,2020 GMC Yukon XL Denali 4WD,11/4/2023 8:00:00 AM,0,22888056,OEM,LT Front w'strip,0,1,0,12/1/2023 12:00:00 AM,2176-PO-002,ANTELOPE VALLEY CHEVROLET - 15678,12/1/2023 12:00:00 AM,,
2936,2019 CADI Escalade Luxury 4WD,,3,23158734,OEM,License bracket,1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2537,"2020 CHEV Colorado Z71 Crew Cab 141"" WB 4WD",3/4/2024 8:00:00 AM,12,23455141,OEM,LT Protector,1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2537,"2020 CHEV Colorado Z71 Crew Cab 141"" WB 4WD",3/4/2024 8:00:00 AM,15,23197295,"OEM, Partial",LT Uniside assy cntr plr & rocker,1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2537,"2020 CHEV Colorado Z71 Crew Cab 141"" WB 4WD",3/4/2024 8:00:00 AM,38,23465289,OEM,"LT Nameplate ""Z71 OFFROAD""",1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2537,"2020 CHEV Colorado Z71 Crew Cab 141"" WB 4WD",3/4/2024 8:00:00 AM,39,84012869,OEM,LT Black out tape,1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2537,"2020 CHEV Colorado Z71 Crew Cab 141"" WB 4WD",3/4/2024 8:00:00 AM,53,84012871,OEM,LT Black out tape,1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2537,"2020 CHEV Colorado Z71 Crew Cab 141"" WB 4WD",3/4/2024 8:00:00 AM,63,84579494,OEM,LT Stone guard,1,1,0,3/6/2024 12:00:00 AM,2537-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/6/2024 12:00:00 AM,,
2537,"2020 CHEV Colorado Z71 Crew Cab 141"" WB 4WD",3/4/2024 8:00:00 AM,64,23346482,OEM,LT Deflector,1,1,0,3/6/2024 12:00:00 AM,2537-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/6/2024 12:00:00 AM,,
2537,"2020 CHEV Colorado Z71 Crew Cab 141"" WB 4WD",3/4/2024 8:00:00 AM,65,52030176,OEM,LT Upper molding,1,1,0,3/6/2024 12:00:00 AM,2537-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/6/2024 12:00:00 AM,,
2537,"2020 CHEV Colorado Z71 Crew Cab 141"" WB 4WD",3/4/2024 8:00:00 AM,67,23420153,OEM,LT Protector front,1,1,0,3/6/2024 12:00:00 AM,2537-PO-001,ANTELOPE VALLEY CHEVROLET - 15678,3/6/2024 12:00:00 AM,,
2537,"2020 CHEV Colorado Z71 Crew Cab 141"" WB 4WD",3/4/2024 8:00:00 AM,17,84581839,OEM,LT Roof molding,1,1,0,3/8/2024 12:00:00 AM,2537-PO-002,ANTELOPE VALLEY CHEVROLET - 15678,3/8/2024 12:00:00 AM,,
2537,"2020 CHEV Colorado Z71 Crew Cab 141"" WB 4WD",3/4/2024 8:00:00 AM,27,94777471,OEM,Seal,1,1,0,3/8/2024 12:00:00 AM,2537-PO-002,ANTELOPE VALLEY CHEVROLET - 15678,3/8/2024 12:00:00 AM,,
2537,"2020 CHEV Colorado Z71 Crew Cab 141"" WB 4WD",3/4/2024 8:00:00 AM,3,19206430,OEM,Tire press label,1,1,0,3/25/2024 12:00:00 AM,2537-PO-003,ANTELOPE VALLEY CHEVROLET - 15678,3/25/2024 12:00:00 AM,,
2000,"2019 CHEV Silverado 1500 LTZ Crew Cab 157"" WB",10/9/2023 9:00:00 AM,13,23400375,OEM,"RT Nameplate ""SILVERADO""",1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2000,"2019 CHEV Silverado 1500 LTZ Crew Cab 157"" WB",10/9/2023 9:00:00 AM,29,84945505,OEM,"RT Applique w/LTZ, High Country",1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2000,"2019 CHEV Silverado 1500 LTZ Crew Cab 157"" WB",10/9/2023 9:00:00 AM,30,84837703,OEM,"RT Upper molding w/LTZ, High Country",1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2000,"2019 CHEV Silverado 1500 LTZ Crew Cab 157"" WB",10/9/2023 9:00:00 AM,31,9132667,OEM,RT Upper molding rivet,1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2000,"2019 CHEV Silverado 1500 LTZ Crew Cab 157"" WB",10/9/2023 9:00:00 AM,32,13581571,OEM,RT Lower hinge,1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2000,"2019 CHEV Silverado 1500 LTZ Crew Cab 157"" WB",10/9/2023 9:00:00 AM,36,86823419,OEM,RT Belt molding chrome,1,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
2000,"2019 CHEV Silverado 1500 LTZ Crew Cab 157"" WB",10/9/2023 9:00:00 AM,0,84502611,OEM,FENDER,0,0,0,,,ANTELOPE VALLEY CHEVROLET - 15678,,,
